dataset_row,source_row_key,tweet_id,dataset_id_raw,tweet_url,language_recorded,original_has_devanagari,text_original,text_translated,text_for_current_parser,audit_class,possible_spatial_meaning_change,possible_toponym_change,possible_spatial_relation_change,severe_inspected,requires_manual_inspection,review_level,review_note,discrepancy_tags,known_original_toponyms,latin_dictionary_mentions_original,latin_dictionary_mentions_parser,unmatched_original_toponyms,possible_mention_count_loss,relation_flags,existing_address,existing_locations,existing_lat,existing_lon,existing_confidence
37,159,544171899279147008,5.44E+17,https://twitter.com/dtptraffic/status/544171899279147008,en,False,Traffic Alert Now traffic movement for vehicle has been opened from Patel Chowk towards GPO.,Now traffic movement for vehicle has been opened from Patel Chowk towards GPO.,Now traffic movement for vehicle has been opened from Patel Chowk towards GPO.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Patel Chowk"", ""GPO""]","[""Patel Chowk"", ""GPO""]",,,,"West Patel Nagar, West Delhi, Delhi, India","Patel,  Patel Chowk,  Chowk,  GPO",28.6519279,77.162923,7
38,165,544082974992367616,5.44E+17,https://twitter.com/dtptraffic/status/544082974992367616,en,False,Traffic Alert Now Sansad Marg has been opened for traffic.,Now Sansad Marg has been opened for traffic.,Now Sansad Marg has been opened for traffic.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Sansad Marg""]","[""Sansad Marg""]",,,,"Sansad Bhavan, Lok Sabha Marg, Raisina Hill, New Delhi, Delhi, 110004, India","Sansad,  Sansad Marg,  Marg",28.6171875,77.2078082,9
39,168,544055609184628736,5.44E+17,https://twitter.com/dtptraffic/status/544055609184628736,en,False,Traffic Alert Due to procession Sansad Marg has been closed for traffic.Kindly avoid the stretch Inconvenience regretted.,Due to procession Sansad Marg has been closed for traffic.Kindly avoid the stretch Inconvenience regretted.,Due to procession Sansad Marg has been closed for traffic.Kindly avoid the stretch Inconvenience regretted.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Sansad Marg""]","[""Sansad Marg""]",,,,"Sansad Bhavan, Lok Sabha Marg, Raisina Hill, New Delhi, Delhi, 110004, India","Due,  Sansad,  Sansad Marg,  Marg",28.6171875,77.2078082,9
40,171,543738128981577728,5.44E+17,https://twitter.com/dtptraffic/status/543738128981577728,en,False,Traffic Alert Traffic is heavy on Mathura Road.,Traffic is heavy on Mathura Road.,Traffic is heavy on Mathura Road.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Mathura Road""]","[""Mathura Road""]",,,,"IIIT-Delhi, Mathura Road, Siddharth Enclave, Jasola, South East Delhi, Delhi, 110020, India","Mathura,  Mathura Road",28.54632595,77.27325504,8
41,173,543652633085358080,5.44E+17,https://twitter.com/dtptraffic/status/543652633085358080,en,False,Traffic Alert Sansad Marg has been closed. Kindly avoid this route. Inconvenience regretted.,Sansad Marg has been closed. Kindly avoid this route. Inconvenience regretted.,Sansad Marg has been closed. Kindly avoid this route. Inconvenience regretted.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Sansad Marg""]","[""Sansad Marg""]",,,,"Sansad Bhavan, Lok Sabha Marg, Raisina Hill, New Delhi, Delhi, 110004, India","Sansad,  Sansad Marg,  Marg",28.6171875,77.2078082,9
42,206,543087530141556736,5.43E+17,https://twitter.com/dtptraffic/status/543087530141556736,en,False,Traffic Alert Traffic is now normal at AIIMS to Lajpat Nagar & Moolchand underpass.,Traffic is now normal at AIIMS to Lajpat Nagar & Moolchand underpass.,Traffic is now normal at AIIMS to Lajpat Nagar & Moolchand underpass.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""AIIMS"", ""Lajpat Nagar"", ""Moolchand underpass""]","[""AIIMS"", ""Lajpat Nagar"", ""Moolchand underpass""]",,,,"Lajpat Nagar IV, South East Delhi, Delhi, India","AIIMS,  Lajpat,  Lajpat Nagar,  Moolchand",28.561184,77.2398036,7
43,207,543086840014598144,5.43E+17,https://twitter.com/dtptraffic/status/543086840014598144,en,False,Traffic Alert Break down Cluster bus no. DL1PC 5939 has been removed from GPO towards Outer Circle Connaught Place.,Break down Cluster bus no. DL1PC 5939 has been removed from GPO towards Outer Circle Connaught Place.,Break down Cluster bus no. DL1PC 5939 has been removed from GPO towards Outer Circle Connaught Place.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""GPO"", ""Outer Circle"", ""Connaught Place""]","[""GPO"", ""Outer Circle"", ""Connaught Place""]",,,,"Outer Circle, Shankar Market, New Delhi, Delhi, 110001, India","Cluster,  GPO,  Outer,  Outer Circle,  Outer Circle Connaught,  Circle,  Circle Connaught,  Circle Connaught Place,  Connaught,  Connaught Place",28.6352759,77.221439,10
44,209,543083460722573312,5.43E+17,https://twitter.com/dtptraffic/status/543083460722573312,en,False,Traffic Alert Break down DTC bus no. DL1PC 9672 has been removed from AIIMS towards Moolchand.,Break down DTC bus no. DL1PC 9672 has been removed from AIIMS towards Moolchand.,Break down DTC bus no. DL1PC 9672 has been removed from AIIMS towards Moolchand.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""AIIMS"", ""Moolchand""]","[""AIIMS"", ""Moolchand""]",,,,"DTC Colony, Delhi, Central Delhi, Delhi, India","DTC,  AIIMS,  Moolchand",28.69021215,77.19308426,9
45,210,543065582036209664,5.43E+17,https://twitter.com/dtptraffic/status/543065582036209664,en,False,Traffic Alert Break down DTC bus no. DL1PC 9496 has been removed from Rohini West Metro station.,Break down DTC bus no. DL1PC 9496 has been removed from Rohini West Metro station.,Break down DTC bus no. DL1PC 9496 has been removed from Rohini West Metro station.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Rohini West Metro station""]","[""Rohini West Metro station""]",,,,"DTC Colony, Delhi, Central Delhi, Delhi, India","DTC,  Rohini,  Rohini West,  West,  West Metro,  Metro",28.69021215,77.19308426,9
46,213,543030164536688640,5.43E+17,https://twitter.com/dtptraffic/status/543030164536688640,en,False,Traffic Alert Breakdown Cluster bus no. 3961 has been removed from Outer Circle Regal Cinema.,Breakdown Cluster bus no. 3961 has been removed from Outer Circle Regal Cinema.,Breakdown Cluster bus no. 3961 has been removed from Outer Circle Regal Cinema.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Outer Circle""]","[""Outer Circle""]",,,,"Outer Circle, Shankar Market, New Delhi, Delhi, 110001, India","Cluster,  Outer,  Outer Circle,  Circle,  Circle Regal,  Circle Regal Cinema,  Regal,  Regal Cinema,  Cinema",28.6352759,77.221439,10
47,216,542972117503852544,5.43E+17,https://twitter.com/dtptraffic/status/542972117503852544,en,False,Traffic Alert Breakdown Truck No. HR 38T 2175 has been removed from the carriageway running from Chirag Delhi towards Nehru Place.,Breakdown Truck No. HR 38T 2175 has been removed from the carriageway running from Chirag Delhi towards Nehru Place.,Breakdown Truck No. HR 38T 2175 has been removed from the carriageway running from Chirag Delhi towards Nehru Place.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Chirag Delhi"", ""Nehru Place""]","[""Chirag Delhi"", ""Nehru Place""]",,,,"Chirag Delhi, Tigri, South Delhi, Delhi, India","No,  Chirag,  Chirag Delhi,  Delhi,  Nehru,  Nehru Place",28.5381411,77.2280694,8
48,229,542888123777024000,5.43E+17,https://twitter.com/dtptraffic/status/542888123777024000,en,False,Traffic Alert Traffic has been diverted from Patel Chowk to GPO (on Ashoka Road).,Traffic has been diverted from Patel Chowk to G.P.O. (on Ashoka Road).,Traffic has been diverted from Patel Chowk to G.P.O. (on Ashoka Road).,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Patel Chowk"", ""GPO"", ""Ashoka Road""]","[""Patel Chowk"", ""Ashoka Road""]",,,,"West Patel Nagar, West Delhi, Delhi, India","Patel,  Patel Chowk,  Chowk,  Ashoka,  Ashoka Road",28.6519279,77.162923,7
49,233,542651779582672897,5.43E+17,https://twitter.com/dtptraffic/status/542651779582672897,en,False,Traffic Alert Traffic is normal near Sansad marg.,Traffic is normal near Sansad Marg.,Traffic is normal near Sansad Marg.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Sansad marg""]","[""Sansad Marg""]",,,,"Sansad Bhavan, Lok Sabha Marg, Raisina Hill, New Delhi, Delhi, 110004, India",Sansad,28.6171875,77.2078082,9
50,234,542596054802518017,5.43E+17,https://twitter.com/dtptraffic/status/542596054802518017,en,False,Traffic Alert Traffic is normal near Patiala House Court (Tilak Marg) and Saket Court.,Traffic is normal near Patiala House Court (Tilak Marg) and Saket Court.,Traffic is normal near Patiala House Court (Tilak Marg) and Saket Court.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Patiala House Court"", ""Tilak Marg"", ""Saket Court""]","[""Patiala House Court"", ""Tilak Marg"", ""Saket Court""]",,,,"Tilak Nagar Indl Area, West Delhi, Delhi, India","Patiala,  Patiala House,  Patiala House Court,  House,  House Court,  Court,  Tilak,  Tilak Marg,  Marg,  Saket,  Saket Court,  Court",28.64155195,77.10502082,9
51,245,542588155451297792,5.43E+17,https://twitter.com/dtptraffic/status/542588155451297792,en,False,Traffic Alert Traffic is normal near Tis Hazari Court.,Traffic is normal near Tis Hazari Court.,Traffic is normal near Tis Hazari Court.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Tis Hazari"", ""Court""]","[""Tis Hazari"", ""Court""]",,,,"Tis Hazari, Lala Hardev Sahai Marg, Civil Lines, Delhi, Central Delhi, Delhi, 110006, India","Tis,  Tis Hazari,  Tis Hazari Court,  Hazari,  Hazari Court,  Court",28.6671626,77.2166306,7
52,246,542582240085938176,5.43E+17,https://twitter.com/dtptraffic/status/542582240085938176,en,False,Traffic Alert Traffic is normal near Madhuban Chowk.,Traffic is normal near Madhuban Chowk.,Traffic is normal near Madhuban Chowk.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Madhuban Chowk""]","[""Madhuban Chowk""]",,,,"Madhuban, East Delhi, Delhi, India","Madhuban,  Madhuban Chowk,  Chowk",28.6302111,77.28737241,8
53,248,542581676698636288,5.43E+17,https://twitter.com/dtptraffic/status/542581676698636288,en,False,Traffic Alert Traffic is normal near Karkardooma Court.,Traffic is normal near Karkardooma Court.,Traffic is normal near Karkardooma Court.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Court""]","[""Court""]",,,,"Karkardooma Institutional Area, East Delhi, Delhi, India","Karkardooma,  Karkardooma Court,  Court",28.64931075,77.29629182,7
54,249,542581525942788097,5.43E+17,https://twitter.com/dtptraffic/status/542581525942788097,en,False,Traffic Alert Traffic is heavy near Patiyala House Court due to demonstration by lawyers. Kindly avoid Tilak Marg. Inconvenience regretted.,Traffic is heavy near Patiyala House Court due to demonstration by lawyers. Kindly avoid Tilak Marg. Inconvenience regretted.,Traffic is heavy near Patiyala House Court due to demonstration by lawyers. Kindly avoid Tilak Marg. Inconvenience regretted.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Court"", ""Tilak Marg""]","[""Court"", ""Tilak Marg""]",,,,"Tilak Nagar Indl Area, West Delhi, Delhi, India","House,  House Court,  Court,  Tilak,  Tilak Marg,  Marg",28.64155195,77.10502082,9
55,252,542581184937857024,5.43E+17,https://twitter.com/dtptraffic/status/542581184937857024,en,False,Traffic Alert Traffic is heavy near Saket Court due to demonstration by lawyers. Kindly avoid this route. Inconvenience regretted.,Traffic is heavy near Saket Court due to demonstration by lawyers. Kindly avoid this route. Inconvenience regretted.,Traffic is heavy near Saket Court due to demonstration by lawyers. Kindly avoid this route. Inconvenience regretted.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Saket Court""]","[""Saket Court""]",,,,"Saket, South Delhi, Delhi, India","Saket,  Saket Court,  Court",28.5244107,77.2137253,7
56,255,542578649749520384,5.43E+17,https://twitter.com/dtptraffic/status/542578649749520384,en,False,Traffic Alert Traffic is heavy near Tis Hazari Courts due to demonstration by lawyers.,Traffic is heavy near Tis Hazari Courts due to demonstration by lawyers.,Traffic is heavy near Tis Hazari Courts due to demonstration by lawyers.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Tis Hazari""]","[""Tis Hazari""]",,,,"Tis Hazari, Lala Hardev Sahai Marg, Civil Lines, Delhi, Central Delhi, Delhi, 110006, India","Tis,  Tis Hazari,  Hazari",28.6671626,77.2166306,7
57,256,542577169747017728,5.43E+17,https://twitter.com/dtptraffic/status/542577169747017728,en,False,Traffic Alert Traffic has been closed from Jagatpuri towards Karkardooma Court due to demonstration by lawyers.,Traffic has been closed from Jagatpuri towards Karkardooma Court due to demonstration by lawyers.,Traffic has been closed from Jagatpuri towards Karkardooma Court due to demonstration by lawyers.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Court""]","[""Court""]",,,,"Karkardooma Institutional Area, East Delhi, Delhi, India","Jagatpuri,  Karkardooma,  Karkardooma Court,  Court",28.64931075,77.29629182,7
58,257,542545218810048512,5.43E+17,https://twitter.com/dtptraffic/status/542545218810048512,en,False,Traffic Alert Breakdown truck has been removed from the place near Dwarka Underpass. Traffic will be normalized soon.,Breakdown truck has been removed from the place near Dwarka Underpass. Traffic will be normalized soon.,Breakdown truck has been removed from the place near Dwarka Underpass. Traffic will be normalized soon.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Dwarka"", ""Underpass""]","[""Dwarka"", ""Underpass""]",,,,"Dwarka, Old Palam Road, Nishat Park, Sector 14, Dwarka, South West Delhi, Delhi, 110078, India","Dwarka,  Underpass",28.6149318,77.0227861,7
59,260,542529159839227904,5.43E+17,https://twitter.com/dtptraffic/status/542529159839227904,en,False,Traffic Alert Ashoka Road has been closed. Kindly avoid this route. Inconvenience regretted.,Ashoka Road has been closed. Kindly avoid this route. Inconvenience regretted.,Ashoka Road has been closed. Kindly avoid this route. Inconvenience regretted.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Ashoka Road""]","[""Ashoka Road""]",,,,"Ashoka Road, Connaught Place, New Delhi, Delhi, 110001, India","Ashoka,  Ashoka Road",28.6202941,77.2180619,9
60,261,542528858931482626,5.43E+17,https://twitter.com/dtptraffic/status/542528858931482626,en,False,Traffic Alert Traffic is heavy from Round About G.P.O. to Patel Chowk.,Traffic is heavy from Round About GPO to Patel Chowk.,Traffic is heavy from Round About GPO to Patel Chowk.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Patel Chowk""]","[""GPO"", ""Patel Chowk""]",,,,"Kharkhari Round, Najafgarh, South West Delhi, Delhi, India","Round,  Patel,  Patel Chowk,  Chowk",28.5616381,76.9387386,8
61,266,542518134863716353,5.43E+17,https://twitter.com/dtptraffic/status/542518134863716353,hi,True,Traffic Alert आज़ाद मार्केट चौक पर पानी की पाइप लाइन टूट गई है जिसके कारण रानी झांसी रोड़ पर यातायात बाधित है | असुविधा के लिए खेद है |,Azad Market Chowk has broken the water pipeline due to which the traffic on the Rani Jhansi road is interrupted. Sorry for the inconvenience.,Azad Market Chowk has broken the water pipeline due to which the traffic on the Rani Jhansi road is interrupted. Sorry for the inconvenience.,UNRESOLVED_CROSS_LANGUAGE,False,False,False,False,True,automated_screen,,,"[{""canonical"": ""Azad Market"", ""surface"": ""आजाद मार्केट""}, {""canonical"": ""Rani Jhansi Road"", ""surface"": ""रानी झांसी रोड""}]",[],"[""Azad Market"", ""Rani Jhansi road""]",,,,"Azad Nagar, Shahdara, Delhi, India","Azad,  Azad Market,  Azad Market Chowk,  Market,  Market Chowk,  Chowk,  Rani,  Rani Jhansi,  Jhansi",28.66268205,77.27951461,7
62,270,542261673600364544,5.42E+17,https://twitter.com/dtptraffic/status/542261673600364544,en,False,TRAFFIC ALERT Now Sansad Marg has opened for traffic.,TRAFFIC ALERT Now Sansad Marg has opened for traffic.,TRAFFIC ALERT Now Sansad Marg has opened for traffic.,IDENTICAL_TEXT,False,False,False,False,False,automated_screen,,,[],"[""Sansad Marg""]","[""Sansad Marg""]",,,,"Sansad Bhavan, Lok Sabha Marg, Raisina Hill, New Delhi, Delhi, 110004, India","ALERT,  TRAFFIC,  ALERT,  Sansad,  Sansad Marg,  Marg",28.6171875,77.2078082,9
63,275,542207641011773442,5.42E+17,https://twitter.com/dtptraffic/status/542207641011773442,en,False,Traffic Alert Road (Patel Chowk to G.P.O.) has been closed. Kindly avoid this route. Inconvenience regretted.,Road (Patel Chowk to GPO) has been closed. Kindly avoid this route. Inconvenience regretted.,Road (Patel Chowk to GPO) has been closed. Kindly avoid this route. Inconvenience regretted.,BENIGN_TEXTUAL_DIFFERENCE,False,False,False,False,False,automated_screen,,,[],"[""Patel Chowk""]","[""Patel Chowk"", ""GPO""]",,,,"West Patel Nagar, West Delhi, Delhi, India","Patel,  Patel Chowk,  Chowk",28.6519279,77.162923,7
